STORE,UPC,WEEK,MOVE,QTY,PRICE,SALE,PROFIT,OK
100,4400003732,121,9,1,2.99,,25.98,1
100,7974600016,121,16,1,1.89,,30.37,1
2,1470001100,122,11,1,1.5,B,48,1
2,1470001110,122,23,1,2.49,,26.02,1
2,3010016584,122,9,1,2.82,B,25.78,1
2,3010021196,122,7,1,2.79,B,24.98,1
2,3828112277,122,18,1,1.69,,51.95,1
2,3828112289,122,10,1,2.39,,39.7,1
2,4400000516,122,14,1,2.93,,26.96,1
2,4400000527,122,31,1,2.84,,27.28,1
2,4400000551,122,34,1,2.99,,30,1
2,4400000655,122,8,1,2.93,B,33.51,1
2,4400000720,122,42,1,2.78,B,29.92,1
2,4400003721,122,17,1,2.49,,25.98,1
2,4400003732,122,8,1,2.99,,25.98,1
2,4400004713,122,0,1,0,,0,1
2,7974600016,122,22,1,1.89,,30.37,1
12,1470001100,122,33,2,3,B,48,1
12,1470001110,122,8,1,2.49,,26.02,1
12,3010016584,122,8,1,2.69,B,22.19,1
12,3010021196,122,40,1,2.69,B,22.19,1
12,3828112277,122,24,1,1.69,,51.95,1
12,3828112289,122,79,1,2.39,,40.42,1
12,4400000516,122,10,1,2.93,,26.96,1
12,4400000527,122,16,1,2.84,,27.29,1
12,4400000551,122,28,1,2.99,,30,1
12,4400000655,122,7,1,2.69,B,27.58,1
12,4400000720,122,29,1,2.69,B,27.58,1
12,4400003721,122,25,1,2.49,,25.98,1
12,4400003732,122,5,1,2.99,,25.99,1
12,7974600016,122,25,1,1.89,,30.37,1
50,1470001100,122,22,2,3,B,48,1
50,1470001110,122,14,1,2.49,,26.02,1
50,3010016584,122,9,1,2.69,B,22.19,1
50,3010021196,122,14,1,2.69,B,22.19,1
50,3828112277,122,11,1,1.59,,48.93,1
50,3828112289,122,7,1,2.29,,37.82,1
50,4400000516,122,18,1,2.93,,26.96,1
50,4400000527,122,10,1,2.84,,27.29,1
50,4400000551,122,39,1,2.99,,30,1
50,4400000655,122,8,1,2.69,B,27.58,1
50,4400000720,122,22,1,2.69,B,27.58,1
50,4400003721,122,10,1,2.49,,25.98,1
50,4400003732,122,8,1,2.99,,25.99,1
50,7974600016,122,5,1,1.89,,30.37,1
75,1470001100,122,19,2,3,B,48,1
75,1470001110,122,6,1,2.49,,26.02,1
75,3010016584,122,5,1,2.69,B,22.19,1
75,3010021196,122,3,1,2.69,B,22.19,1
75,3828112277,122,13,1,1.69,,51.95,1
75,3828112289,122,6,1,2.39,,40.42,1
75,4400000516,122,6,1,2.93,,26.96,1
75,4400000527,122,23,1,2.84,,27.29,1
75,4400000551,122,12,1,2.99,,30,1
75,4400000655,122,3,1,2.69,B,27.58,1
75,4400000720,122,22,1,2.69,B,27.58,1
75,4400003721,122,10,1,2.49,,25.98,1
75,4400003732,122,3,1,2.99,,25.99,1
75,7974600016,122,8,1,1.89,,30.37,1
100,1470001100,122,30,1,1.5,B,48,1
100,1470001110,122,24,1,2.49,,26.02,1
100,3010016584,122,31,1,2.72,B,23.05,1
100,3010021196,122,31,1,2.73,B,23.33,1
100,3828112277,122,27,1,1.69,,51.95,1
100,3828112289,122,11,1,2.39,,39.45,1
100,4400000516,122,18,1,2.93,,26.96,1
100,4400000527,122,22,1,2.84,,27.28,1
100,4400000551,122,74,1,2.99,,30,1
100,4400000655,122,8,1,2.77,B,29.67,1
100,4400000720,122,110,1,2.75,B,29.16,1
100,4400003721,122,27,1,2.49,,25.98,1
100,4400003732,122,9,1,2.99,,25.98,1
100,7974600016,122,23,1,1.89,,30.37,1
2,1470001100,123,11,1,1.56,B,50,1
2,1470001110,123,21,1,2.49,,26.02,1
2,3010016584,123,7,1,2.93,B,28.56,1
2,3010021196,123,10,1,2.93,B,28.56,1
2,3828112277,123,20,1,1.69,,51.95,1
2,3828112289,123,11,1,2.34,,37.9,1
2,4400000516,123,27,1,2.93,,26.96,1
2,4400000527,123,38,1,2.84,,27.28,1
2,4400000551,123,35,1,2.99,,30,1
2,4400000655,123,14,1,3.01,B,35.28,1
2,4400000720,123,29,1,3.01,B,35.28,1
2,4400003721,123,15,1,2.49,,25.98,1
2,4400003732,123,8,1,2.99,,25.98,1
2,4400004713,123,0,1,0,,0,1
2,7974600016,123,18,1,1.89,,30.37,1
12,1470001100,123,26,2,3,B,48,1
12,1470001110,123,13,1,2.49,,26.02,1
12,3010016584,123,14,1,2.93,B,28.57,1
12,3010021196,123,27,1,2.93,B,28.57,1
12,3828112277,123,11,1,1.69,,51.95,1
12,3828112289,123,69,1,2.39,,39.21,1
12,4400000516,123,19,1,2.93,,26.96,1
12,4400000527,123,17,1,2.84,,27.29,1
12,4400000551,123,38,1,2.99,,30,1
12,4400000655,123,2,1,3.01,B,35.28,1
12,4400000720,123,22,1,3.01,B,35.28,1
12,4400003721,123,19,1,2.49,,25.98,1
12,4400003732,123,5,1,2.99,,25.99,1
12,7974600016,123,24,1,1.89,,30.37,1
50,1470001100,123,16,2,3,B,48,1
50,1470001110,123,15,1,2.49,,26.02,1
50,3010016584,123,9,1,2.93,B,28.57,1
50,3010021196,123,10,1,2.93,B,28.57,1
50,3828112277,123,12,1,1.59,,48.93,1
50,3828112289,123,10,1,2.29,,36.55,1
50,4400000516,123,18,1,2.93,,26.96,1
50,4400000527,123,15,1,2.84,,27.29,1
50,4400000551,123,41,1,2.99,,30,1
50,4400000655,123,2,1,3.01,B,35.28,1
50,4400000720,123,21,1,3.01,B,35.28,1
50,4400003721,123,9,1,2.49,,25.98,1
50,4400003732,123,5,1,2.99,,25.99,1
50,7974600016,123,11,1,1.89,,30.37,1
75,1470001100,123,11,2,3,B,48,1
75,1470001110,123,4,1,2.49,,26.02,1
75,3010016584,123,4,1,2.93,B,28.57,1
75,3010021196,123,5,1,2.93,B,28.57,1
75,3828112277,123,7,1,1.69,,51.95,1
75,3828112289,123,3,1,2.39,,39.21,1
75,4400000516,123,9,1,2.93,,26.96,1
75,4400000527,123,17,1,2.84,,27.29,1
75,4400000551,123,16,1,2.99,,30,1
75,4400000655,123,3,1,3.01,B,35.28,1
75,4400000720,123,19,1,3.01,B,35.28,1
75,4400003721,123,6,1,2.49,,25.98,1
75,4400003732,123,5,1,2.99,,25.99,1
75,7974600016,123,10,1,1.89,,30.37,1
100,1470001100,123,41,1,1.53,B,49.01,1
100,1470001110,123,26,1,2.49,,26.02,1
100,3010016584,123,24,1,2.93,B,28.56,1
100,3010021196,123,18,1,2.93,B,28.56,1
100,3828112277,123,19,1,1.69,,51.95,1
100,3828112289,123,12,1,2.35,,38.17,1
100,4400000516,123,33,1,2.93,,26.96,1
100,4400000527,123,22,1,2.84,,27.28,1
100,4400000551,123,87,1,2.99,,30,1
100,4400000655,123,6,1,3.01,B,35.28,1
100,4400000720,123,70,1,3.01,B,35.28,1
100,4400003721,123,21,1,2.49,,25.98,1
100,4400003732,123,19,1,2.99,,25.98,1
100,7974600016,123,21,1,1.89,,30.37,1
2,1470001100,124,22,1,1.4,,44.28,1
2,1470001110,124,17,1,2.49,,26.02,1
2,3010016584,124,10,1,2.95,B,29.05,1
2,3010021196,124,17,1,2.96,B,29.29,1
2,3828112277,124,26,1,1.69,,51.59,1
2,3828112289,124,16,1,2.31,B,37.83,1
2,4400000516,124,33,1,2.93,,28.97,1
2,4400000527,124,24,1,2.79,,28.74,1
2,4400000551,124,38,1,2.95,,29.05,1
2,4400000655,124,22,1,3.08,B,36.75,1
2,4400000720,124,36,1,3.09,B,36.95,1
2,4400003721,124,10,1,2.49,,25.98,1
2,4400003732,124,9,1,2.96,,26.58,1
2,4400004713,124,6,1,2.64,B,29.5,1
2,7974600016,124,23,1,1.89,,30.37,1
12,1470001100,124,30,1,1.69,,53.85,1
12,1470001110,124,9,1,2.49,,26.02,1
12,3010016584,124,10,1,2.93,B,28.57,1
12,3010021196,124,14,1,2.93,B,28.57,1
12,3828112277,124,19,1,1.69,,51.95,1
12,3828112289,124,73,1,2.29,B,36.55,1
12,4400000516,124,16,1,2.93,,26.96,1
12,4400000527,124,22,1,2.84,,27.29,1
12,4400000551,124,30,1,2.99,,30,1
12,4400000655,124,5,1,3.01,B,35.28,1
12,4400000720,124,27,1,3.01,B,35.28,1
12,4400003721,124,34,1,2.49,,25.98,1
12,4400003732,124,3,1,2.99,,25.99,1
12,7974600016,124,18,1,1.89,,30.37,1
50,1470001100,124,13,1,1.69,,53.85,1
50,1470001110,124,12,1,2.49,,26.02,1
50,3010016584,124,5,1,2.93,B,28.57,1
50,3010021196,124,16,1,2.93,B,28.57,1
50,3828112277,124,12,1,1.59,,48.93,1
50,3828112289,124,13,1,2.19,B,33.65,1
50,4400000516,124,15,1,2.93,,26.96,1
50,4400000527,124,13,1,2.84,,27.29,1
50,4400000551,124,25,1,2.99,,30,1
50,4400000655,124,4,1,3.01,B,35.28,1
50,4400000720,124,21,1,3.01,B,35.28,1
50,4400003721,124,5,1,2.49,,25.98,1
50,4400003732,124,4,1,2.99,,25.99,1
50,7974600016,124,11,1,1.89,,30.37,1
75,1470001100,124,13,1,1.69,,53.85,1
75,1470001110,124,11,1,2.49,,26.02,1
75,3010016584,124,2,1,2.93,B,28.57,1
75,3010021196,124,3,1,2.93,B,28.57,1
75,3828112277,124,13,1,1.69,,51.95,1
75,3828112289,124,8,1,2.29,B,36.55,1
75,4400000516,124,11,1,2.93,,26.96,1
75,4400000527,124,19,1,2.84,,27.29,1
75,4400000551,124,21,1,2.99,,30,1
75,4400000655,124,2,1,3.01,B,35.28,1
75,4400000720,124,19,1,3.01,B,35.28,1
75,4400003721,124,11,1,2.49,,25.98,1
75,4400003732,124,8,1,2.99,,25.99,1
75,7974600016,124,8,1,1.89,,30.37,1
100,1470001100,124,37,1,1.27,,38.58,1
100,1470001110,124,38,1,2.49,,26.02,1
100,3010016584,124,19,1,2.94,B,28.8,1
100,3010021196,124,14,1,2.97,B,29.52,1
100,3828112277,124,16,1,1.69,,51.59,1
100,3828112289,124,22,1,2.31,B,37.61,1
100,4400000516,124,22,1,2.93,,29.96,1
100,4400000527,124,43,1,2.81,,29.07,1
100,4400000551,124,83,1,2.96,,29.29,1
100,4400000655,124,5,1,3.01,B,35.28,1
100,4400000720,124,49,1,3.07,B,36.54,1
100,4400003721,124,36,1,2.49,,25.98,1
100,4400003732,124,14,1,2.95,,27.89,1
100,7974600016,124,23,1,1.89,,30.37,1
2,1470001100,125,207,1,0.99,B,21.21,1
2,1470001110,125,12,1,2.53,,26,1
2,3010016584,125,4,1,3.05,,27.44,1
2,3010021196,125,11,1,3.05,,27.8,1
2,3828112263,125,0,1,0,,0,1
2,3828112267,125,0,1,0,,0,1
2,3828112271,125,0,1,0,,0,1
2,3828112277,125,25,1,1.69,,51.24,1
2,3828112289,125,5,1,2.39,,41.33,1
2,3828112409,125,0,1,0,,0,1
2,4400000516,125,35,1,2.88,,29.86,1
2,4400000527,125,25,1,2.64,B,29.5,1
2,4400000551,125,43,1,2.87,B,27.07,1
2,4400000655,125,3,1,3.25,,31.6,1
2,4400000720,125,23,1,3.25,,33.44,1
2,4400003721,125,21,1,2.49,,25.98,1
2,4400003732,125,11,1,2.87,B,27.07,1
2,4400004713,125,17,1,2.64,B,29.5,1
2,7974600016,125,19,1,1.89,,30.37,1
12,1470001100,125,290,1,0.99,B,21.21,1
12,1470001110,125,5,1,2.49,,26.02,1
12,3010016584,125,9,1,3.05,,31.38,1
12,3010021196,125,8,1,3.05,,31.38,1
12,3828112263,125,0,1,0,,0,1
12,3828112267,125,0,1,0,,0,1
12,3828112271,125,0,1,0,,0,1
12,3828112277,125,7,1,1.69,,51.24,1
12,3828112289,125,86,1,2.39,,40.75,1
12,3828112409,125,0,1,0,,0,1
12,4400000516,125,27,1,2.93,,31.06,1
12,4400000527,125,33,1,2.64,B,29.51,1
12,4400000551,125,49,1,2.87,B,27.07,1
12,4400000655,125,5,1,3.25,,40.06,1
12,4400000720,125,16,1,3.25,,40.06,1
12,4400003721,125,20,1,2.49,,25.98,1
12,4400003732,125,5,1,2.87,B,27.07,1
12,4400004713,125,3,1,2.64,B,29.51,1
12,7974600016,125,16,1,1.89,,30.37,1
50,1470001100,125,1,1,0.99,B,21.21,0
50,1470001110,125,2,1,2.49,,26.02,0
50,3010016584,125,0,1,0,,0,0
50,3010021196,125,0,1,0,,0,0
50,3828112263,125,0,1,0,,0,0
50,3828112271,125,0,1,0,,0,0
50,3828112277,125,1,1,1.59,,48.18,0
50,3828112289,125,1,1,2.29,,38.17,0
50,3828112409,125,0,1,0,,0,0
50,4400000516,125,3,1,2.93,,31.06,0
50,4400000527,125,0,1,0,,0,0
50,4400000551,125,1,1,2.87,B,27.07,0
50,4400000655,125,0,1,0,,0,0
50,4400000720,125,1,1,3.25,,40.06,0
50,4400003721,125,0,1,0,,0,0
50,4400003732,125,0,1,0,,0,0
50,4400004713,125,0,1,0,,0,0
50,7974600016,125,1,1,1.89,,30.37,0
75,1470001100,125,134,1,0.99,B,21.21,1
75,1470001110,125,5,1,2.49,,26.02,1
75,3010016584,125,8,1,3.05,,31.38,1
75,3010021196,125,2,1,3.05,,31.38,1
75,3828112263,125,0,1,0,,0,1
75,3828112267,125,0,1,0,,0,1
75,3828112271,125,0,1,0,,0,1
75,3828112277,125,10,1,1.69,,51.24,1
75,3828112289,125,6,1,2.39,,40.75,1
75,3828112409,125,0,1,0,,0,1
75,4400000516,125,15,1,2.93,,31.06,1
75,4400000527,125,16,1,2.64,B,29.51,1
75,4400000551,125,23,1,2.87,B,27.07,1
75,4400000655,125,2,1,3.25,,40.06,1
75,4400000720,125,8,1,3.25,,40.06,1
75,4400003721,125,9,1,2.49,,25.98,1
75,4400003732,125,9,1,2.87,B,27.07,1
75,4400004713,125,2,1,2.64,B,29.51,1
75,7974600016,125,14,1,1.89,,30.37,1
100,1470001100,125,315,1,0.99,B,21.21,1
100,1470001110,125,13,1,2.49,,26.02,1
100,3010016584,125,6,1,3.05,,27.44,1
100,3010021196,125,13,1,3.05,,28.36,1
100,3828112263,125,0,1,0,,0,1
100,3828112267,125,0,1,0,,0,1
100,3828112271,125,0,1,0,,0,1
100,3828112277,125,20,1,1.69,,51.24,1
100,3828112289,125,16,1,2.39,,41.33,1
100,3828112409,125,0,1,0,,0,1
100,4400000516,125,38,1,2.87,,29.61,1
100,4400000527,125,22,1,2.64,B,29.5,1
100,4400000551,125,89,1,2.87,B,27.07,1
100,4400000655,125,4,1,3.25,,36.89,1
100,4400000720,125,36,1,3.25,,33.01,1
100,4400003721,125,28,1,2.49,,25.98,1
100,4400003732,125,18,1,2.87,B,27.07,1
100,4400004713,125,13,1,2.64,B,29.5,1
100,7974600016,125,16,1,1.89,,30.37,1
2,1470001100,126,25,1,1.21,B,18.51,1
2,1470001110,126,15,1,2.59,,26.02,1
2,3010016584,126,3,1,3.05,,27.44,1
2,3010021196,126,11,1,3.05,,27.44,1
2,3828112263,126,0,1,0,,0,1
2,3828112267,126,0,1,0,,0,1
2,3828112271,126,0,1,0,,0,1
2,3828112277,126,20,1,1.69,,51.18,1
2,3828112289,126,7,1,2.39,,43.51,1
2,3828112409,126,0,1,0,,0,1
2,4400000516,126,62,1,2.79,B,27.59,1
2,4400000527,126,29,1,2.65,,29.77,1
2,4400000551,126,47,1,2.87,B,27.07,1
2,4400000655,126,8,1,3.25,,27.35,1
2,4400000720,126,29,1,3.25,,27.35,1
2,4400003721,126,12,1,2.49,,25.98,1
2,4400003732,126,10,1,2.87,B,27.07,1
2,4400004713,126,40,1,2.64,,29.5,1
2,7974600016,126,23,1,1.89,,30.37,1
12,1470001100,126,40,1,0.99,B,21.21,1
12,1470001110,126,9,1,2.59,,26.02,1
12,3010016584,126,7,1,3.05,,27.44,1
12,3010021196,126,4,1,3.05,,27.44,1
12,3828112263,126,0,1,0,,0,1
12,3828112267,126,0,1,0,,0,1
12,3828112271,126,0,1,0,,0,1
12,3828112277,126,21,1,1.69,,51.24,1
12,3828112289,126,12,1,2.39,,41.34,1
12,3828112409,126,0,1,0,,0,1
12,4400000516,126,34,1,2.79,B,27.6,1
12,4400000527,126,19,1,2.84,,34.47,1
12,4400000551,126,44,1,2.87,B,27.07,1
12,4400000655,126,1,1,3.25,,27.35,1
12,4400000720,126,23,1,3.25,,27.35,1
12,4400003721,126,21,1,2.49,,25.98,1
12,4400003732,126,3,1,2.87,B,27.07,1
12,4400004713,126,41,1,2.84,,34.47,1
12,7974600016,126,129,1,1.89,,30.37,1
50,1470001100,126,23,1,0.99,B,21.21,1
50,1470001110,126,7,1,2.59,,26.02,1
50,3010016584,126,4,1,3.05,,27.44,1
50,3010021196,126,9,1,3.05,,27.44,1
50,3828112263,126,0,1,0,,0,1
50,3828112271,126,0,1,0,,0,1
50,3828112277,126,4,1,1.59,,48.18,1
50,3828112289,126,13,1,2.29,,38.78,1
50,3828112409,126,0,1,0,,0,1
50,4400000516,126,40,1,2.79,B,27.6,1
50,4400000527,126,18,1,2.84,,34.47,1
50,4400000551,126,49,1,2.87,B,27.07,1
50,4400000655,126,0,1,0,,0,1
50,4400000720,126,7,1,3.25,,27.35,1
50,4400003721,126,7,1,2.49,,25.98,1
50,4400003732,126,5,1,2.87,B,27.07,1
50,4400004713,126,11,1,2.84,,34.47,1
50,7974600016,126,11,1,1.89,,30.37,1
75,1470001100,126,29,1,0.99,B,21.21,1
75,1470001110,126,2,1,2.59,,26.02,1
75,3010016584,126,2,1,3.05,,27.44,1
75,3010021196,126,2,1,3.05,,27.44,1
75,3828112263,126,0,1,0,,0,1
75,3828112267,126,0,1,0,,0,1
75,3828112271,126,0,1,0,,0,1
75,3828112277,126,9,1,1.69,,51.24,1
75,3828112289,126,0,1,0,,0,1
75,3828112409,126,0,1,0,,0,1
75,4400000516,126,26,1,2.79,B,27.6,1
75,4400000527,126,17,1,2.84,,34.47,1
75,4400000551,126,20,1,2.87,B,27.07,1
75,4400000655,126,1,1,3.25,,27.35,1
75,4400000720,126,7,1,3.25,,27.35,1
75,4400003721,126,16,1,2.49,,25.98,1
75,4400003732,126,10,1,2.87,B,27.07,1
75,4400004713,126,20,1,2.84,,34.47,1
75,7974600016,126,10,1,1.89,,30.37,1
100,1470001100,126,36,1,0.99,B,21.21,1
100,1470001110,126,34,1,2.59,,26.02,1
100,3010016584,126,8,1,3.05,,27.44,1
100,3010021196,126,7,1,3.05,,27.44,1
100,3828112263,126,0,1,0,,0,1
100,3828112267,126,0,1,0,,0,1
100,3828112271,126,0,1,0,,0,1
100,3828112277,126,18,1,1.69,,51.12,1
100,3828112289,126,14,1,2.39,,41.33,1
100,3828112409,126,0,1,0,,0,1
100,4400000516,126,66,1,2.79,B,27.59,1
100,4400000527,126,20,1,2.6,,28.42,1
100,4400000551,126,85,1,2.87,B,27.07,1
100,4400000655,126,2,1,3.25,,27.35,1
100,4400000720,126,28,1,3.25,,27.35,1
100,4400003721,126,31,1,2.49,,25.98,1
100,4400003732,126,15,1,2.87,B,27.07,1
100,4400004713,126,9,1,2.68,,30.55,1
100,7974600016,126,16,1,1.89,,30.37,1
2,1470001100,127,10,1,1.69,,26.03,1
2,1470001110,127,18,1,2.59,,26.02,1
2,3010016584,127,5,1,3.05,,27.44,1
2,3010021196,127,12,1,3.05,,27.44,1
2,3828112263,127,0,1,0,,0,1
2,3828112267,127,0,1,0,,0,1
2,3828112271,127,0,1,0,,0,1
2,3828112277,127,19,1,1.69,,52.6,1
2,3828112289,127,1,1,2.39,,52.46,1
2,3828112409,127,0,1,0,,0,1
2,4400000516,127,39,1,2.8,B,27.85,1
2,4400000527,127,71,1,2.5,B,25.56,1
2,4400000551,127,34,1,2.99,,30,1
2,4400000655,127,7,1,3.25,,27.35,1
2,4400000720,127,29,1,3.25,,27.35,1
2,4400003721,127,19,1,2.49,,25.98,1
2,4400003732,127,9,1,2.99,,30,1
2,4400004713,127,50,1,2.5,B,25.56,1
2,7974600016,127,12,1,1.89,,30.37,1
12,1470001100,127,13,1,1.69,,26.04,1
12,1470001110,127,8,1,2.59,,26.02,1
12,3010016584,127,9,1,3.05,,27.44,1
12,3010021196,127,21,1,3.05,,27.44,1
12,3828112263,127,0,1,0,,0,1
12,3828112267,127,0,1,0,,0,1
12,3828112271,127,0,1,0,,0,1
12,3828112277,127,17,1,1.69,,51.48,1
12,3828112289,127,18,1,2.39,,56.4,1
12,3828112409,127,0,1,0,,0,1
12,4400000516,127,30,1,2.79,B,27.6,1
12,4400000527,127,36,2,5,B,25.56,1
12,4400000551,127,35,1,2.99,,30,1
12,4400000655,127,2,1,3.25,,27.35,1
12,4400000720,127,11,1,3.25,,27.35,1
12,4400003721,127,22,1,2.49,,25.98,1
12,4400003732,127,1,1,2.99,,30,1
12,4400004713,127,48,2,5,B,25.56,1
12,7974600016,127,37,1,1.89,,30.37,1
50,1470001100,127,6,1,1.69,,26.04,1
50,1470001110,127,8,1,2.59,,26.02,1
50,3010016584,127,2,1,3.05,,27.44,1
50,3010021196,127,31,1,3.05,,27.44,1
50,3828112263,127,0,1,0,,0,1
